12144	罢休
12145	霸占
12146	悲哀
12151	备案
12152	背包
12153	卑鄙
12154	北部
12155	悲惨
12156	辈出
12161	被单
12162	北斗
12163	北非
12164	悲愤
12165	被俘
12166	倍感
12211	被告
12212	北国
12213	被害
12214	背后
12215	倍加
12216	悲剧
12221	备课
12222	悲苦
12223	贝类
12224	卑劣
12225	悖论
12226	北欧
12231	背叛
12232	被迫
12233	被褥
12234	杯赛
12235	北纬
12236	碑文
12241	背心
12242	备有
12243	北约
12244	被子
12245	奔波
12246	本部
12251	奔驰
12252	本地
12253	本分
12254	奔赴
12255	本该
12256	迸发
12261	崩塌
12262	本国
12263	本届
12264	本金
12265	本就
12266	本科
12311	本来
12312	奔流
12313	奔跑
12314	本人
12315	本色
12316	本事
12321	奔逃
12322	本体
12323	本土
12324	本位
12325	本文
12326	本意
12331	本月
12332	本着
12333	本质
12334	本子
12335	奔走
12336	辩驳
12341	遍布
12342	鞭策
12343	鞭打
12344	遍地
12345	匾额
12346	变法
12351	蝙蝠
12352	变革
12353	变故
12354	辩护
12355	编辑
12356	编剧
12361	便利
12362	编码
12363	边区
12364	变速
12365	鞭挞
12366	变异
12411	便于
12412	辫子
12413	编组
12414	表达
12415	标的
12416	表格
12421	标记
12422	表里
12423	表露
12424	表皮
12425	标题
12426	标语
12431	婊子
12432	臂膀
12433	必备
12434	弊病
12435	碧波
12436	笔触
12441	彼此
12442	必得
12443	笔调
12444	必定
12445	弊端
12446	别处
12451	别的
12452	别看
12453	别离
12454	憋闷
12455	别扭
12456	憋气
12461	别人
12462	别墅
12463	别致
12464	比方
12465	逼供
12466	碧海
12511	闭合
12512	壁画
12513	闭会
12514	鼻尖
12515	比较
12516	毕竟
12521	鼻孔
12522	闭口
12523	碧蓝
12524	壁垒
12525	碧绿
12526	闭门
12531	避免
12532	笔名
12533	笔墨
12534	避难
12535	鬓发
12536	缤纷
12541	病毒
12542	兵法
12543	病故
12544	冰河
12545	并举
12546	病例
12551	兵马
12552	病魔
12553	兵器
12554	并入
12555	病榻
12556	病体
12561	屏息
12562	兵役
12563	病愈
12564	饼子
12565	比拟
12566	宾客
12611	濒临
12612	摈弃
12613	濒危
12614	宾主
12615	逼迫
12616	避让
12621	逼人
12622	比如
12623	比赛
12624	闭塞
12625	鄙视
12626	匕首
12631	笔谈
12632	笔挺
12633	比武
12634	必要
12635	毕业
12636	避孕
12641	比照
12642	逼真
12643	笔直
12644	鼻子
12645	比作
12646	博爱
12651	薄板
12652	播报
12653	伯伯
12654	菠菜
12655	驳斥
12656	播出
12661	博得
12662	波动
12663	搏斗
12664	波段
12665	剥夺
12666	播放
13111	拨付
13112	渤海
13113	拨号
13114	薄荷
13115	驳回
13116	伯爵
13121	拨款
13122	波浪
13123	伯乐
13124	柏林
13125	菠萝
13126	薄膜
13131	伯母
13132	拨弄
13133	勃然
13134	薄弱
13135	博士
13136	波涛
13141	拨通
13142	泊位
13143	波纹
13144	薄雾
13145	剥削
13146	播映
13151	波折
13152	脖子
13153	不安
13154	补办
13155	不备
13156	不便
13161	步兵
13162	不曾
13163	不啻
13164	不辞
13165	不错
13166	不待
13211	不当
13212	不得不
13213	不等
13214	不得已
13215	不迭
13216	不定
13221	不断
13222	部队
13223	不妨
13224	不菲
13225	部分
13226	不服
13231	不甘
13232	布告
13233	不公
13234	不管
13235	不轨
13236	不过
13241	不合
13242	捕获
13243	部件
13244	不觉
13245	不解
13246	布景
13251	不久
13252	不绝
13253	不堪
13254	不可
13255	不快
13256	不愧
13261	不赖
13262	捕捞
13263	不料
13264	不论
13265	部落
13266	步履
13311	不满
13312	部门
13313	不免
13314	不妙
13315	不明
13316	不配
13321	不平
13322	不巧
13323	不然
13324	不忍
13325	不日
13326	不容
13331	步入
13332	不善
13333	不慎
13334	不是
13335	补贴
13336	不妥
13341	不外
13342	不枉
13343	部位
13344	不无
13345	不消
13346	不懈
13351	不幸
13352	不朽
13353	补选
13354	不逊
13355	不亚于
13356	不用
13361	不由
13362	哺育
13363	不再
13364	不振
13365	不知
13366	步骤
13411	捕捉
13412	步子
13413	猜测
13414	彩带
13415	菜单
13416	菜刀
13421	财富
13422	才干
13423	采购
13424	才华
13425	彩绘
13426	裁决
13431	裁军
13432	财力
13433	财贸
13434	采煤
13435	采纳
13436	裁判
13441	菜谱
13442	采取
13443	彩色
13444	菜蔬
13445	财务
13446	彩霞
13451	采写
13452	菜肴
13453	菜叶
13454	采油
13455	彩云
13456	才智
13461	财主
13462	才子
13463	惨案
13464	参拜
13465	残暴
13466	灿灿
13511	残存
13512	惨淡
13513	蚕豆
13514	残废
13515	仓促
13516	仓库
13521	藏匿
13522	参股
13523	残害
13524	参加
13525	参军
13526	参看
13531	参考
13532	惭愧
13533	灿烂
13534	惨烈
13535	残留
13536	参谋
13541	残破
13542	残缺
13543	残忍
13544	参赛
13545	残杀
13546	参事
13551	参数
13552	惨死
13553	残雪
13554	参演
13555	餐饮
13556	参阅
13561	参赞
13562	惨遭
13563	残渣
13564	草案
13565	操办
13566	草草
13611	操持
13612	草地
13613	草稿
13614	操劳
13615	草帽
13616	草莓
13621	草木
13622	草拟
13623	草皮
13624	草书
13625	草图
13626	草鞋
13631	操心
13632	草药
13633	嘈杂
13634	操作
13635	擦拭
13636	擦洗
13641	测定
13642	策动
13643	侧耳
13644	策划
13645	测绘
13646	侧记
13651	测控
13652	策略
13653	策马
13654	侧面
13655	侧目
13656	参差
13661	层次
13662	测评
13663	侧身
13664	测试
13665	测算
13666	厕所
14111	测验
14112	查办
14113	茶杯
14114	差别
14115	喳喳
14116	查处
14121	差错
14122	插队
14123	插话
14124	查获
14125	柴禾
14126	差价
14131	查禁
14132	查究
14133	察觉
14134	岔开
14135	察看
14136	查扣
14141	茶楼
14142	刹那
14143	产地
14144	阐发
14145	搀扶
14146	嫦娥
14151	产区
14152	产物
14153	产业
14154	掺杂
14155	超额
14156	炒股
14161	超乎
14162	超级
14163	抄录
14164	超期
14165	超速
14166	潮汐
14211	朝野
14212	插曲
14213	插入
14214	查实
14215	茶树
14216	插图
14221	茶碗
14222	查问
14223	查询
14224	查验
14225	茶叶
14226	差异
14231	查阅
14232	叉子
14233	插嘴
14234	茶座
14235	车把
14236	撤出
14241	车道
14242	彻底
14243	车队
14244	车费
14245	车祸
14246	撤军
14251	车库
14252	车流
14253	车轮
14254	车门
14255	尘埃
14256	沉浮
14261	成
14262	沉积
14263	沉迷
14264	沉默
14265	沉溺
14266	沉思
14311	尘土
14312	晨曦
14313	衬衣
14314	沉郁
14315	车牌
14316	扯皮
14321	车速
14322	车头
14323	撤退
14324	彻夜
14325	撤职
14326	车主
14331	车子
14332	撤走
14333	赤膊
14334	迟迟
14335	尺寸
14336	痴呆
14341	赤道
14342	迟钝
14343	吃饭
14344	吃喝
14345	吃紧
14346	持久
14351	吃亏
14352	炽烈
14353	齿轮
14354	赤裸
14355	痴迷
14356	炽热
14361	耻辱
14362	吃食
14363	吃透
14364	痴心
14365	持续
14366	持有
14411	迟早
14412	斥责
14413	叱咤
14414	赤字
14415	冲
14416	抽打
14421	仇敌
14422	丑恶
14423	筹集
14424	愁苦
14425	筹码
14426	稠密
14431	抽泣
14432	抽取
14433	抽屉
14434	筹资
14435	揣
14436	创
14441	出版
14442	储备
14443	出殡
14444	初步
14445	出车
14446	处处
14451	初次
14452	储存
14453	出错
14454	初二
14455	触犯
14456	除非
14461	处分
14462	初稿
14463	出国
14464	出海
14465	出汗
14466	吹拂
14511	垂死
14512	吹嘘
14513	锤子
14514	出嫁
14515	处决
14516	出口
14521	出来
14522	出栏
14523	初六
14524	出卖
14525	出门
14526	触摸
14531	触目
14532	出纳
14533	春播
14534	纯度
14535	春季
14536	纯朴
14541	春日
14542	春色
14543	处女
14544	纯一
14545	春雨
14546	啜泣
14551	出品
14552	畜禽
14553	初秋
14554	出任
14555	出入
14556	初三
14561	出色
14562	出事
14563	出书
14564	处死
14565	处所
14566	出台
14611	出逃
14612	出头
14613	除外
14614	初五
14615	初夏
14616	出血
14621	初学
14622	出演
14623	处以
14624	出游
14625	处在
14626	处置
14631	出资
14632	出走
14633	出租
14634	慈爱
14635	慈悲
14636	辞别
14641	磁带
14642	刺刀
14643	词典
14644	刺耳
14645	此后
14646	词汇
14651	此间
14652	词句
14653	此刻
14654	慈母
14655	磁盘
14656	此前
14661	词曲
14662	此人
14663	次日
14664	慈善
14665	此时
14666	次数
15111	祠堂
15112	磁铁
15113	辞退
15114	此外
15115	磁性
15116	刺绣
15121	次序
15122	次要
15123	词义
15124	辞职
15125	次子
15126	词组
15131	从此
15132	从而
15133	葱绿
15134	从速
15135	从业
15136	凑合
15141	凑近
15142	粗暴
15143	粗布
15144	粗糙
15145	粗大
15146	粗放
15151	粗话
15152	摧残
15153	催促
15154	催化
15155	摧毁
15156	翠绿
15161	脆弱
15162	翠竹
15163	粗鲁
15164	粗略
15165	寸步
15166	存储
15211	存单
15212	存活
15213	存栏
15214	存留
15215	村落
15216	村民
15221	村头
15222	存心
15223	存有
15224	存在
15225	存折
15226	存贮
15231	村子
15232	错案
15233	挫败
15234	措辞
15235	错过
15236	撮合
15241	错觉
15242	错落
15243	措施
15244	错位
15245	错误
15246	挫折
15251	错字
15252	猝然
15253	促使
15254	促销
15255	粗心
15256	粗野
15261	簇拥
15262	答案
15263	大败
15264	打包
15265	答辩
15266	达标
15311	大兵
15312	大伯
15313	大部
15314	大菜
15315	大餐
15316	大潮
15321	大臣
15322	大葱
15323	搭档
15324	达到
15325	大典
15326	打动
15331	大豆
15332	打断
15333	大队
15334	大多
15335	大肚子
15336	大方
15341	大风
15342	大幅
15343	大概
15344	大纲
15345	打工
15346	大关
15351	大海
15352	大好
15353	打黑
15354	大红
15355	答话
15356	大会
15361	代办
15362	逮捕
15363	带队
15364	待发
15365	大夫
15366	代号
15411	代价
15412	殆尽
15413	待客
15414	代劳
15415	代理
15416	带路
15421	怠慢
15422	玳瑁
15423	待人
15424	代数
15425	代替
15426	带头
15431	歹徒
15432	代为
15433	代谢
15434	带薪
15435	待业
15436	带有
15441	待遇
15442	呆滞
15443	袋子
15444	傣族
15445	搭建
15446	打搅
15451	大街
15452	搭救
15453	答卷
15454	大军
15455	打开
15456	大款
15461	打捞
15462	打雷
15463	打猎
15464	大龄
15465	大楼
15466	大略
15511	大麦
15512	大忙
15513	大门
15514	大名
15515	大漠
15516	大难
15521	大脑
15522	蛋白
15523	担保
15524	淡薄
15525	单车
15526	淡出
15531	单词
15532	淡淡
15533	单独
15534	氮肥
15535	担负
15536	档案
15541	蛋糕
15542	档次
15543	当地
15544	耽搁
15545	当即
15546	当局
15551	党课
15552	当铺
15553	党旗
15554	当日
15555	党务
15556	当夜
15561	党羽
15562	党组
15563	淡化
15564	大年
15565	担架
15566	单据
15611	胆略
15612	淡漠
15613	胆怯
15614	弹琴
15615	淡然
15616	担任
15621	但是
15622	弹头
15623	单位
15624	耽误
15625	担心
15626	弹药
15631	单一
15632	担忧
15633	担子
15634	盗版
15635	道别
15636	稻草
15641	到处
15642	导弹
15643	叨叨
15644	道德
15645	到底
15646	导读
15651	盗伐
15652	倒伏
15653	祷告
15654	捣鬼
15655	岛国
15656	到会
15661	道家
15662	道口
15663	到来
15664	导流
15665	倒卖
15666	倒霉
16111	稻米
16112	盗窃
16113	到任
16114	倒是
16115	到头
16116	倒退
16121	到位
16122	道谢
16123	道学
16124	导演
16125	导引
16126	导游
16131	盗贼
16132	导致
16133	刀子
16134	打牌
16135	大炮
16136	搭配
16141	大棚
16142	大片
16143	打破
16144	搭桥
16145	打球
16146	大权
16151	打扰
16152	大人
16153	大赛
16154	大嫂
16155	搭讪
16156	大赦
16161	大事
16162	打手
16163	大叔
16164	大肆
16165	打算
16166	大踏步
16211	大堂
16212	大田
16213	打铁
16214	大厅
16215	大同
16216	大头
16221	大腿
16222	大王
16223	大为
16224	大悟
16225	大小
16226	答谢
16231	大型
16232	大修
16233	大选
16234	大学
16235	大洋
16236	大爷
16241	答应
16242	大有
16243	大员
16244	大约
16245	打杂儿
16246	搭载
16251	打造
16252	大战
16253	打针
16254	大致
16255	打住
16256	打字机
16261	大宗
16262	大作
16263	得病
16264	得当
16265	得到
16266	得分
16311	德国
16312	得救
16313	得了
16314	登岸
16315	登记
16316	灯具
16321	登陆
16322	灯塔
16323	等于
16324	凳子
16325	得失
16326	得手
16331	得体
16332	德行
16333	得以
16334	得用
16335	德育
16336	得知
16341	得主
16342	得罪
16343	低矮
16344	颠簸
16345	电磁
16346	点滴
16351	电镀
16352	点儿
16353	颠覆
16354	典故
16355	电荷
16356	佃户
16361	点击
16362	电力
16363	电路
16364	店铺
16365	电器
16366	电梯
16411	玷污
16412	电压
16413	电子
16414	电阻
16415	调拨
16416	调度
16421	调集
16422	雕刻
16423	调离
16424	雕塑
16425	钓鱼
16426	调子
16431	低保
16432	地表
16433	地步
16434	地层
16435	地产
16436	低潮
16441	低沉
16442	低垂
16443	地带
16444	的当
16445	地道
16446	地点
16451	低调
16452	地洞
16453	地段
16454	敌对
16455	迭出
16456	爹爹
16461	跌幅
16462	叠加
16463	跌落
16464	爹妈
16465	迭起
16466	地儿
16511	碟子
16512	地方
16513	滴灌
16514	帝国
16515	敌后
16516	诋毁
16521	递减
16522	递交
16523	缔结
16524	敌军
16525	抵抗
16526	低空
16531	抵扣
16532	抵赖
16533	地雷
16534	低廉
16535	低劣
16536	低落
16541	地貌
16542	弟妹
16543	地面
16544	地名
16545	地膜
16546	定额
16551	定格
16552	顶级
16553	定居
16554	定理
16555	定律
16556	定期
16561	顶替
16562	定义
16563	钉子
16564	地盘
16565	底片
16566	地铺
16611	地壳
16612	敌情
16613	地球
16614	的确
16615	敌人
16616	地势
16621	敌手
16622	地税
16623	迪斯科
16624	低俗
16625	地铁
16626	谛听
16631	低头
16632	地图
16633	丢弃
16634	丢人
16635	丢失
16636	帝王
16641	地位
16642	低温
16643	敌我
16644	底线
16645	抵消
16646	地形
16651	地缘
16652	缔约
16653	底蕴
16654	缔造
16655	递增
16656	地震
16661	地质
16662	地主
16663	弟子
16664	动笔
16665	东部
16666	动词
21111	懂得
21112	恫吓
21113	冬季
21114	动力
21115	动怒
21116	东欧
21121	动气
21122	冬日
21123	冻土
21124	动物
21125	东西
21126	东亚
21131	动议
21132	侗族
21133	豆腐
21134	逗乐
21135	逗留
21136	抖落
21141	斗牛
21142	斗殴
21143	陡坡
21144	陡然
21145	斗士
21146	抖擞
21151	斗志
21152	豆子
21153	短波
21154	短促
21155	短发
21156	短裤
21161	端倪
21162	短期
21163	短途
21164	端午
21165	断续
21166	段子
21211	独白
21212	督办
21213	读本
21214	赌博
21215	独裁
21216	督察
21221	堵车
21222	独处
21223	督促
21224	督导
21225	毒贩
21226	度过
21231	毒害
21232	都会
21233	对岸
21234	对本
21235	对比
21236	队部
21241	对策
21242	对待
21243	对付
21244	对话
21245	对接
21246	对劲
21251	对口
21252	对垒
21253	队列
21254	对流
21255	堆砌
21256	对视
21261	对头
21262	对外
21263	队伍
21264	对虾
21265	队友
21266	对于
21311	对峙
21312	对子
21313	堵截
21314	镀金
21315	杜鹃
21316	杜绝
21321	渡口
21322	毒瘤
21323	嘟囔
21324	敦促
21325	盹儿
21326	敦厚
21331	盾牌
21332	顿然
21333	顿时
21334	吨位
21335	顿悟
21336	顿足
21341	多半
21342	躲避
21343	踱步
21344	多彩
21345	多次
21346	夺得
21351	多多
21352	多发
21353	多寡
21354	多久
21355	多亏
21356	堕落
21361	多么
21362	夺目
21363	夺取
21364	多日
21365	堕入
21366	多数
21411	哆嗦
21412	多头
21413	多谢
21414	多心
21415	多疑
21416	多姿
21421	多嘴
21422	毒品
21423	赌钱
21424	度日
21425	堵塞
21426	独身
21431	都市
21432	毒手
21433	读书
21434	毒素
21435	独特
21436	读物
21441	毒性
21442	毒药
21443	读音
21444	独有
21445	独占
21446	渎职
21451	睹咒
21452	肚子
21453	独奏
21454	恶臭
21455	额定
21456	额度
21461	俄而
21462	恶果
21463	噩耗
21464	额角
21465	恶劣
21466	俄罗斯
21511	恶梦
21512	恶魔
21513	恩爱
21514	恩赐
21515	嗯
21516	恩惠
21521	恩情
21522	恩人
21523	恩师
21524	婀娜
21525	恩怨
21526	恶气
21531	愕然
21532	尔等
21533	耳朵
21534	恶人
21535	耳根
21536	而后
21541	耳环
21542	而今
21543	儿科
21544	二老
21545	饵料
21546	二流
21551	耳目
21552	儿女
21553	而且
21554	儿时
21555	二手
21556	儿孙
21561	儿童
21562	而外
21563	耳闻
21564	而言
21565	耳语
21566	二战
21611	儿子
21612	扼守
21613	额头
21614	额外
21615	扼腕
21616	俄文
21621	恶性
21622	扼要
21623	恶意
21624	厄运
21625	遏制
21626	恶作剧
21631	法案
21632	发白
21633	法宝
21634	发表
21635	发病
21636	发布
21641	发财
21642	发车
21643	发愁
21644	发出
21645	发呆
21646	发电
21651	法定
21652	发动
21653	发抖
21654	发端
21655	发放
21656	发疯
21661	发稿
21662	发给
21663	法官
21664	法规
21665	法国
21666	发黑
22111	发红
22112	发还
22113	发挥
22114	发昏
22115	发火
22116	发酵
22121	法警
22122	发掘
22123	罚款
22124	法郎
22125	发愣
22126	法令
22131	发落
22132	法律
22133	发霉
22134	发明
22135	罚没
22136	伐木
22141	发难
22142	翻版
22143	反驳
22144	帆布
22145	饭菜
22146	反侧
22151	反差
22152	反倒
22153	反对
22154	繁多
22155	反而
22156	翻番
22161	翻飞
22162	反复
22163	妨碍
22164	方案
22165	放大
22166	方法
22211	仿佛
22212	仿古
22213	防护
22214	房客
22215	放牧
22216	放屁
22221	放弃
22222	防区
22223	放肆
22224	犯规
22225	翻滚
22226	房屋
22231	防疫
22232	防御
22233	房子
22234	房租
22235	饭盒
22236	繁华
22241	返回
22242	反馈
22243	泛滥
22244	范例
22245	贩卖
22246	繁茂
22251	烦闷
22252	烦恼
22253	反叛
22254	反扑
22255	番茄
22256	犯人
22261	反射
22262	凡是
22263	番薯
22264	反思
22265	繁琐
22266	反弹
22311	发怒
22312	饭碗
22313	范围
22314	反问
22315	翻新
22316	繁衍
22321	反右
22322	翻阅
22323	贩运
22324	烦躁
22325	繁殖
22326	贩子
22331	犯罪
22332	发票
22333	发脾气
22334	发卡
22335	发情
22336	发球
22341	法人
22342	发软
22343	发丧
22344	发烧
22345	发射
22346	发誓
22351	发售
22352	发送
22353	发酸
22354	发烫
22355	法庭
22356	法网
22361	乏味
22362	发问
22363	发现
22364	发笑
22365	发泄
22366	发行
22411	法西斯
22412	发扬
22413	法院
22414	法则
22415	发展
22416	法制
22421	法子
22422	发作
22423	飞奔
22424	飞驰
22425	废除
22426	翡翠
22431	非但
22432	非得
22433	飞碟
22434	非凡
22435	菲菲
22436	肺腑
22441	废话
22442	费解
22443	费劲
22444	废旧
22445	飞跑
22446	废品
22451	斐然
22452	飞人
22453	肥肉
22454	费时
22455	飞速
22456	匪徒
22461	肥沃
22462	废物
22463	费心
22464	肺炎
22465	非要
22466	扉页
22511	非议
22512	飞跃
22513	肥皂
22514	废渣
22515	废止
22516	妃子
22521	分贝
22522	分别
22523	分布
22524	分寸
22525	分担
22526	分得
22531	奋斗
22532	分队
22533	份儿
22534	纷繁
22535	纷飞
22536	纷纷
22541	吩咐
22542	封闭
22543	风波
22544	讽刺
22545	风度
22546	分割
22551	风发
22552	丰富
22553	风格
22554	风骨
22555	缝合
22556	风力
22561	风靡
22562	风气
22563	风趣
22564	风俗
22565	蜂窝
22566	风物
22611	缝隙
22612	风雅
22613	枫叶
22614	风衣
22615	风雨
22616	疯子
22621	愤恨
22622	分化
22623	分会
22624	分家
22625	分解
22626	奋进
22631	分局
22632	愤慨
22633	分类
22634	分裂
22635	分流
22636	愤懑
22641	分泌
22642	粉末
22643	坟墓
22644	分内
22645	分蘖
22646	愤怒
22651	分派
22652	分配
22653	分批
22654	愤然
22655	分散
22656	粉色
22661	分社
22662	粉饰
22663	分数
22664	粉丝
22665	粉碎
22666	分摊
23111	分头
23112	分外
23113	氛围
23114	分文
23115	分心
23116	分忧
23121	纷纭
23122	分支
23123	分子
23124	佛法
23125	佛教
23126	佛经
23131	佛门
23132	佛寺
23133	否决
23134	否认
23135	否则
23136	佛学
23141	伏案
23142	腐败
23143	父辈
23144	副本
23145	伏兵
23146	腹部
23151	浮沉
23152	扶持
23153	复仇
23154	付出
23155	服从
23156	附带
23161	辅导
23162	复电
23163	浮雕
23164	浮动
23165	复方
23166	付费
23211	福分
23212	夫妇
23213	覆盖
23214	副高
23215	付给
23216	副官
23221	富贵
23222	符号
23223	符合
23224	孵化
23225	复婚
23226	复活
23231	福建
23232	附近
23233	副刊
23234	复垦
23235	付款
23236	腐烂
23241	父老
23242	妇联
23243	驸马
23244	负面
23245	覆灭
23246	复命
23251	抚摸
23252	父母
23253	富农
23254	妇女
23255	肤浅
23256	浮桥
23261	父亲
23262	富饶
23263	夫人
23264	芙蓉
23265	复赛
23266	肤色
23311	复审
23312	服饰
23313	扶手
23314	赋税
23315	复苏
23316	腹痛
23321	斧头
23322	抚慰
23323	富翁
23324	服务器
23325	服务业
23326	浮现
23331	拂晓
23332	腹泻
23333	复兴
23334	腐朽
23335	抚养
23336	服药
23341	副业
23342	服用
23343	富有
23344	复原
23345	浮云
23346	负载
23351	浮躁
23352	负责
23353	负债
23354	复制
23355	福州
23356	附着
23361	父子
23362	副总
23363	辅佐
23364	嘎巴
23365	改版
23366	改道
23411	改革
23412	改嫁
23413	改进
23414	改口
23415	概括
23416	概论
23421	改判
23422	改任
23423	概述
23424	该死
23425	改为
23426	改写
23431	改造
23432	改制
23433	盖子
23434	旮旯儿
23435	干杯
23436	干瘪
23441	干部
23442	甘草
23443	赶车
23444	感触
23445	干脆
23446	肝胆
23451	感到
23452	干爹
23453	感恩
23454	干儿
23455	赶赴
23456	敢干
23461	港澳
23462	港币
23463	干戈
23464	钢丝
23465	刚毅
23466	杠子
23511	干旱
23512	干涸
23513	感化
23514	赶紧
23515	感觉
23516	杆菌
23521	感慨
23522	赶考
23523	橄榄
23524	干流
23525	赶路
23526	感冒
23531	干群
23532	感染
23533	干扰
23534	感人
23535	干啥
23536	干涉
23541	干事
23542	甘肃
23543	感叹
23544	感悟
23545	感谢
23546	甘心
23551	肝炎
23552	敢于
23553	干燥
23554	甘蔗
23555	感知
23556	杆子
23561	赶走
23562	高昂
23563	高傲
23564	告别
23565	告辞
23566	高低
23611	高度
23612	高额
23613	高发
23614	稿费
23615	告负
23616	高干
23621	高歌
23622	高贵
23623	高寒
23624	搞活
23625	高价
23626	告诫
23631	高就
23632	高考
23633	高楼
23634	告密
23635	高难
23636	高频
23641	高坡
23642	告示
23643	高速
23644	高台
23645	高位
23646	高温
23651	高下
23652	高薪
23653	膏药
23654	高音
23655	高于
23656	告知
23661	稿子
23662	个案
23663	胳臂
23664	个别
23665	胳膊
23666	各处
24111	歌词
24112	咯噔
24113	格调
24114	格斗
24115	割断
24116	个儿
24121	各方
24122	各个
24123	各国
24124	隔阂
24125	歌喉
24126	给以
24131	各界
24132	隔绝
24133	隔开
24134	割裂
24135	阁楼
24136	格律
24141	革命
24142	隔膜
24143	跟班
24144	根本
24145	根除
24146	根底
24151	跟斗
24152	耕地
24153	更替
24154	亘古
24155	哽咽
24156	更易
24161	跟进
24162	跟随
24163	跟头
24164	根系
24165	跟着
24166	根治
24211	根子
24212	搁浅
24213	歌曲
24214	个人
24215	割舍
24216	格式
24221	歌手
24222	个数
24223	歌颂
24224	歌坛
24225	个体户
24226	歌厅
24231	格外
24232	各位
24233	阁下
24234	个性
24235	各样
24236	歌谣
24241	歌咏
24242	搁置
24243	各自
24244	公安
24245	公布
24246	公厕
24251	攻打
24252	公德
24253	工地
24254	攻读
24255	功夫
24256	巩固
24261	共和
24262	攻击
24263	工具
24264	功课
24265	公里
24266	公路
24311	功率
24312	公墓
24313	公婆
24314	公仆
24315	工期
24316	工区
24321	供热
24322	公司
24323	公诉
24324	公务
24325	恭喜
24326	供需
24331	工业
24332	工艺
24333	公寓
24334	工资
24335	购得
24336	沟壑
24341	勾画
24342	篝火
24343	构架
24344	勾结
24345	勾勒
24346	购买
24351	狗屁
24352	沟渠
24353	构思
24354	构图
24355	购物
24356	勾引
24361	构造
24362	购置
24363	构筑
24364	钩子
24365	瓜分
24366	寡妇
24411	瓜葛
24412	挂钩
24413	瓜果
24414	挂号
24415	怪物
24416	怪异
24421	拐子
24422	挂靠
24423	挂历
24424	关爱
24425	关闭
24426	观测
24431	官邸
24432	官府
24433	光
24434	管护
24435	官了
